synthesizer,seed,n_active,outcome_noise_probability,configuration,coverage,width,feasible,n_candidates,n_rounds,false_certainty,mean_compatible_states,full_coverage,full_width,coverage_change,width_change,coverage_improved,coverage_worsened
external_ordinal,20269716,,,external_without_save,0.18333333333333332,0.7424537037037038,0.9833333333333333,6.0,3.0,0.8,65.8638888888889,1.0,0.7969444444444445,-0.8166666666666667,-0.05449074074074067,False,True
external_ordinal,20270716,,,external_without_save,0.19166666666666668,0.7364351851851851,0.9916666666666667,6.0,3.0,0.8,65.85833333333333,1.0,0.7942592592592593,-0.8083333333333333,-0.057824074074074194,False,True
external_ordinal,20271716,,,external_without_save,0.175,0.7384259259259259,0.9916666666666667,6.0,3.0,0.8166666666666667,67.88333333333334,1.0,0.7903240740740741,-0.825,-0.05189814814814819,False,True
external_ordinal,20272716,,,external_without_save,0.23333333333333334,0.7470833333333334,1.0,6.0,3.0,0.7666666666666667,66.84166666666667,1.0,0.8026388888888889,-0.7666666666666666,-0.05555555555555547,False,True
external_ordinal,20273716,,,external_without_save,0.18333333333333332,0.7429629629629629,0.9916666666666667,6.0,3.0,0.8083333333333333,65.95555555555556,1.0,0.7941666666666667,-0.8166666666666667,-0.05120370370370375,False,True
external_ordinal,20274716,,,external_without_save,0.175,0.7381018518518518,1.0,6.0,3.0,0.825,66.95,1.0,0.7928240740740741,-0.825,-0.05472222222222223,False,True
external_ordinal,20275716,,,external_without_save,0.20833333333333334,0.7365277777777778,0.9833333333333333,6.0,3.0,0.775,67.19166666666666,1.0,0.7950925925925926,-0.7916666666666666,-0.05856481481481479,False,True
external_ordinal,20276716,,,external_without_save,0.23333333333333334,0.7425462962962963,0.9833333333333333,6.0,3.0,0.75,66.17777777777778,1.0,0.7943055555555555,-0.7666666666666666,-0.05175925925925917,False,True
external_ordinal,20277716,,,external_without_save,0.31666666666666665,0.7396296296296296,0.9916666666666667,6.0,3.0,0.675,66.38888888888889,1.0,0.7969907407407407,-0.6833333333333333,-0.057361111111111085,False,True
external_ordinal,20278716,,,external_without_save,0.15833333333333333,0.7185879629629629,0.9833333333333333,6.0,3.0,0.825,65.09444444444445,1.0,0.7825462962962962,-0.8416666666666667,-0.06395833333333334,False,True
external_ordinal,20279716,,,external_without_save,0.21666666666666667,0.732824074074074,0.9916666666666667,6.0,3.0,0.775,64.45,1.0,0.7866203703703704,-0.7833333333333333,-0.05379629629629634,False,True
external_ordinal,20260716,,,external_without_save,0.23333333333333334,0.8316534391534393,1.0,7.0,3.0,0.7666666666666667,411.2611111111111,1.0,0.8677645502645502,-0.7666666666666666,-0.03611111111111098,False,True
external_ordinal,20261716,,,external_without_save,0.175,0.8253769841269841,1.0,7.0,3.0,0.825,405.5027777777778,1.0,0.8663955026455027,-0.825,-0.041018518518518565,False,True
