synthesizer,seed,n_active,outcome_noise_probability,configuration,coverage,width,feasible,n_candidates,n_rounds,false_certainty,mean_compatible_states
internal_percentage,20272716,5.0,0.1,internal_full_rule,0.96,0.8355710817826201,1.0,,,,
internal_percentage,20272716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20272716,5.0,0.2,internal_full_rule,0.94,0.8428123386523775,1.0,,,,
internal_percentage,20272716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20272716,6.0,0.0,internal_full_rule,1.0,0.8639808447541971,1.0,,,,
internal_percentage,20272716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20272716,6.0,0.05,internal_full_rule,0.972,0.8606195280727285,1.0,,,,
internal_percentage,20272716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20272716,6.0,0.1,internal_full_rule,0.944,0.85491837088036,1.0,,,,
internal_percentage,20272716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20272716,6.0,0.2,internal_full_rule,0.92,0.8550245151533267,1.0,,,,
internal_percentage,20272716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,4.0,0.0,internal_full_rule,1.0,0.8212426173013017,1.0,,,,
internal_percentage,20273716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,4.0,0.05,internal_full_rule,0.988,0.8218707878793128,1.0,,,,
internal_percentage,20273716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,4.0,0.1,internal_full_rule,0.984,0.8206905525783383,1.0,,,,
internal_percentage,20273716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,4.0,0.2,internal_full_rule,0.932,0.8119500354266065,1.0,,,,
internal_percentage,20273716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,5.0,0.0,internal_full_rule,1.0,0.84991470147973,1.0,,,,
internal_percentage,20273716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,5.0,0.05,internal_full_rule,0.988,0.8423602433748977,1.0,,,,
internal_percentage,20273716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,5.0,0.1,internal_full_rule,0.944,0.8409279974820475,1.0,,,,
internal_percentage,20273716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,5.0,0.2,internal_full_rule,0.92,0.8336227505066013,1.0,,,,
internal_percentage,20273716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,6.0,0.0,internal_full_rule,1.0,0.8671758900131302,1.0,,,,
internal_percentage,20273716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,6.0,0.05,internal_full_rule,0.98,0.8584358259191058,1.0,,,,
internal_percentage,20273716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,6.0,0.1,internal_full_rule,0.964,0.8582942255817606,1.0,,,,
internal_percentage,20273716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20273716,6.0,0.2,internal_full_rule,0.904,0.8544714865736157,1.0,,,,
internal_percentage,20273716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,4.0,0.0,internal_full_rule,1.0,0.825450349802239,1.0,,,,
internal_percentage,20274716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,4.0,0.05,internal_full_rule,0.968,0.8263699950634685,1.0,,,,
internal_percentage,20274716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,4.0,0.1,internal_full_rule,0.964,0.8153096526465872,1.0,,,,
internal_percentage,20274716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,4.0,0.2,internal_full_rule,0.912,0.8088230973905597,1.0,,,,
internal_percentage,20274716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,5.0,0.0,internal_full_rule,1.0,0.8481342682297186,1.0,,,,
internal_percentage,20274716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,5.0,0.05,internal_full_rule,0.976,0.8393918204659063,1.0,,,,
internal_percentage,20274716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,5.0,0.1,internal_full_rule,0.972,0.8413458755739757,1.0,,,,
internal_percentage,20274716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,5.0,0.2,internal_full_rule,0.9,0.8288851893988597,1.0,,,,
internal_percentage,20274716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,6.0,0.0,internal_full_rule,1.0,0.8666262054320973,1.0,,,,
internal_percentage,20274716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,6.0,0.05,internal_full_rule,0.988,0.8656419709058605,1.0,,,,
internal_percentage,20274716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,6.0,0.1,internal_full_rule,0.952,0.8615665223269321,1.0,,,,
internal_percentage,20274716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20274716,6.0,0.2,internal_full_rule,0.916,0.8514816787131674,1.0,,,,
internal_percentage,20274716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,4.0,0.0,internal_full_rule,1.0,0.8251939935457075,1.0,,,,
internal_percentage,20275716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,4.0,0.05,internal_full_rule,0.976,0.8178092549251899,1.0,,,,
internal_percentage,20275716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,4.0,0.1,internal_full_rule,0.944,0.8164816061936258,1.0,,,,
internal_percentage,20275716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,4.0,0.2,internal_full_rule,0.888,0.8048283435810027,1.0,,,,
internal_percentage,20275716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,5.0,0.0,internal_full_rule,1.0,0.841633464635245,1.0,,,,
internal_percentage,20275716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,5.0,0.05,internal_full_rule,0.98,0.8448212693758942,1.0,,,,
internal_percentage,20275716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,5.0,0.1,internal_full_rule,0.952,0.8416789462879223,1.0,,,,
internal_percentage,20275716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,5.0,0.2,internal_full_rule,0.932,0.8350514076735538,1.0,,,,
internal_percentage,20275716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,6.0,0.0,internal_full_rule,1.0,0.8635084107884022,1.0,,,,
internal_percentage,20275716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,6.0,0.05,internal_full_rule,0.98,0.8622624436643821,1.0,,,,
internal_percentage,20275716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,6.0,0.1,internal_full_rule,0.948,0.8608237425690695,1.0,,,,
internal_percentage,20275716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20275716,6.0,0.2,internal_full_rule,0.952,0.8641136821659625,1.0,,,,
internal_percentage,20275716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,4.0,0.0,internal_full_rule,1.0,0.8215233626285834,1.0,,,,
internal_percentage,20276716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,4.0,0.05,internal_full_rule,0.952,0.8218397323685964,1.0,,,,
internal_percentage,20276716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,4.0,0.1,internal_full_rule,0.96,0.8181958974084237,1.0,,,,
internal_percentage,20276716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,4.0,0.2,internal_full_rule,0.908,0.8083312801336657,1.0,,,,
internal_percentage,20276716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,5.0,0.0,internal_full_rule,1.0,0.8490707475719492,1.0,,,,
internal_percentage,20276716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,5.0,0.05,internal_full_rule,0.976,0.8397148329811163,1.0,,,,
internal_percentage,20276716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,5.0,0.1,internal_full_rule,0.956,0.8429189534271507,1.0,,,,
internal_percentage,20276716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,5.0,0.2,internal_full_rule,0.908,0.8301749886472747,1.0,,,,
internal_percentage,20276716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,6.0,0.0,internal_full_rule,1.0,0.8626789403856889,1.0,,,,
internal_percentage,20276716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,6.0,0.05,internal_full_rule,0.964,0.8592541344860186,1.0,,,,
internal_percentage,20276716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,6.0,0.1,internal_full_rule,0.972,0.8650557382653085,1.0,,,,
internal_percentage,20276716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20276716,6.0,0.2,internal_full_rule,0.952,0.856064609455898,1.0,,,,
internal_percentage,20276716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,4.0,0.0,internal_full_rule,1.0,0.82372710491575,1.0,,,,
internal_percentage,20277716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,4.0,0.05,internal_full_rule,0.984,0.8185937816512734,1.0,,,,
internal_percentage,20277716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,4.0,0.1,internal_full_rule,0.928,0.8043554311393947,1.0,,,,
internal_percentage,20277716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,4.0,0.2,internal_full_rule,0.928,0.8114774892414126,1.0,,,,
internal_percentage,20277716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,5.0,0.0,internal_full_rule,1.0,0.840189205906172,1.0,,,,
internal_percentage,20277716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,5.0,0.05,internal_full_rule,0.96,0.8369665361281218,1.0,,,,
internal_percentage,20277716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,5.0,0.1,internal_full_rule,0.952,0.838807431094822,1.0,,,,
internal_percentage,20277716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,5.0,0.2,internal_full_rule,0.928,0.8332227626497308,1.0,,,,
internal_percentage,20277716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,6.0,0.0,internal_full_rule,1.0,0.8652780535239765,1.0,,,,
internal_percentage,20277716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,6.0,0.05,internal_full_rule,0.984,0.8582639910326483,1.0,,,,
internal_percentage,20277716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,6.0,0.1,internal_full_rule,0.96,0.8620275763097185,1.0,,,,
internal_percentage,20277716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20277716,6.0,0.2,internal_full_rule,0.912,0.8539428636511125,1.0,,,,
internal_percentage,20277716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,4.0,0.0,internal_full_rule,1.0,0.8267448460094875,1.0,,,,
internal_percentage,20278716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,4.0,0.05,internal_full_rule,0.972,0.819565751087997,1.0,,,,
internal_percentage,20278716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,4.0,0.1,internal_full_rule,0.96,0.8151525888337874,1.0,,,,
internal_percentage,20278716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,4.0,0.2,internal_full_rule,0.904,0.8076638936756709,1.0,,,,
internal_percentage,20278716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,5.0,0.0,internal_full_rule,1.0,0.8479268975286934,1.0,,,,
internal_percentage,20278716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,5.0,0.05,internal_full_rule,0.984,0.8428902104141541,1.0,,,,
internal_percentage,20278716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,5.0,0.1,internal_full_rule,0.94,0.8321955254365615,1.0,,,,
internal_percentage,20278716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,5.0,0.2,internal_full_rule,0.908,0.8298799038849037,1.0,,,,
internal_percentage,20278716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,6.0,0.0,internal_full_rule,1.0,0.8669281887641649,1.0,,,,
internal_percentage,20278716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,6.0,0.05,internal_full_rule,0.968,0.8583662862799465,1.0,,,,
internal_percentage,20278716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,6.0,0.1,internal_full_rule,0.94,0.8609267844487154,1.0,,,,
internal_percentage,20278716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20278716,6.0,0.2,internal_full_rule,0.892,0.8503372654104303,1.0,,,,
internal_percentage,20278716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,4.0,0.0,internal_full_rule,1.0,0.8148177874230833,1.0,,,,
internal_percentage,20279716,4.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,4.0,0.05,internal_full_rule,0.988,0.8222146194355283,1.0,,,,
internal_percentage,20279716,4.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,4.0,0.1,internal_full_rule,0.94,0.8078754672088876,1.0,,,,
internal_percentage,20279716,4.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,4.0,0.2,internal_full_rule,0.896,0.8078377840150646,1.0,,,,
internal_percentage,20279716,4.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,5.0,0.0,internal_full_rule,1.0,0.8431590459991517,1.0,,,,
internal_percentage,20279716,5.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,5.0,0.05,internal_full_rule,0.976,0.842225221581026,1.0,,,,
internal_percentage,20279716,5.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,5.0,0.1,internal_full_rule,0.96,0.838204684955677,1.0,,,,
internal_percentage,20279716,5.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,5.0,0.2,internal_full_rule,0.912,0.8305558276357915,1.0,,,,
internal_percentage,20279716,5.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,6.0,0.0,internal_full_rule,1.0,0.8647926779627286,1.0,,,,
internal_percentage,20279716,6.0,0.0,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,6.0,0.05,internal_full_rule,0.972,0.8617255371004775,1.0,,,,
internal_percentage,20279716,6.0,0.05,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,6.0,0.1,internal_full_rule,0.972,0.863458142262528,1.0,,,,
internal_percentage,20279716,6.0,0.1,internal_without_elimination,1.0,1.0,1.0,,,,
internal_percentage,20279716,6.0,0.2,internal_full_rule,0.916,0.8510060618858474,1.0,,,,
internal_percentage,20279716,6.0,0.2,internal_without_elimination,1.0,1.0,1.0,,,,
external_ordinal,20260716,,,external_full,1.0,0.7861111111111111,1.0,6.0,3.0,0.0,71.71111111111112
external_ordinal,20260716,,,external_without_disclosure,1.0,0.9504166666666667,1.0,6.0,3.0,0.0,146.77222222222224
external_ordinal,20260716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20260716,,,external_without_save,0.2833333333333333,0.7305555555555556,0.9916666666666667,6.0,3.0,0.7083333333333334,66.67222222222223
external_ordinal,20260716,,,external_without_tie_handling,0.9416666666666667,0.785462962962963,1.0,6.0,3.0,0.058333333333333334,73.64722222222221
external_ordinal,20260716,,,external_full,1.0,0.8677645502645502,1.0,7.0,3.0,0.0,438.89444444444445
external_ordinal,20260716,,,external_without_disclosure,1.0,0.9630886243386243,1.0,7.0,3.0,0.0,892.7361111111111
external_ordinal,20260716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20260716,,,external_without_save,0.23333333333333334,0.8316534391534393,1.0,7.0,3.0,0.7666666666666667,411.2611111111111
external_ordinal,20260716,,,external_without_tie_handling,0.9666666666666667,0.8764880952380952,1.0,7.0,3.0,0.03333333333333333,459.51388888888886
external_ordinal,20260716,,,external_full,1.0,0.8352132936507937,1.0,7.0,4.0,0.0,329.06666666666666
external_ordinal,20260716,,,external_without_disclosure,1.0,0.9604613095238095,1.0,7.0,4.0,0.0,670.10625
external_ordinal,20260716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20260716,,,external_without_save,0.041666666666666664,0.7444146825396826,1.0,7.0,4.0,0.9583333333333334,307.68333333333334
external_ordinal,20260716,,,external_without_tie_handling,0.9333333333333333,0.8379017857142858,1.0,7.0,4.0,0.06666666666666667,342.825
external_ordinal,20261716,,,external_full,1.0,0.7920833333333334,1.0,6.0,3.0,0.0,69.64166666666667
external_ordinal,20261716,,,external_without_disclosure,1.0,0.9497222222222222,1.0,6.0,3.0,0.0,143.825
external_ordinal,20261716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20261716,,,external_without_save,0.25833333333333336,0.7376388888888888,0.9916666666666667,6.0,3.0,0.7333333333333333,64.76944444444445
external_ordinal,20261716,,,external_without_tie_handling,0.9583333333333334,0.8002546296296296,0.9916666666666667,6.0,3.0,0.03333333333333333,71.57222222222222
external_ordinal,20261716,,,external_full,1.0,0.8663955026455027,1.0,7.0,3.0,0.0,431.8444444444445
external_ordinal,20261716,,,external_without_disclosure,1.0,0.9632936507936507,1.0,7.0,3.0,0.0,879.1388888888889
external_ordinal,20261716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20261716,,,external_without_save,0.175,0.8253769841269841,1.0,7.0,3.0,0.825,405.5027777777778
external_ordinal,20261716,,,external_without_tie_handling,0.9333333333333333,0.8721097883597884,1.0,7.0,3.0,0.06666666666666667,452.5722222222222
external_ordinal,20261716,,,external_full,1.0,0.8317708333333333,1.0,7.0,4.0,0.0,337.45416666666665
external_ordinal,20261716,,,external_without_disclosure,1.0,0.960406746031746,1.0,7.0,4.0,0.0,685.9041666666667
external_ordinal,20261716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20261716,,,external_without_save,0.041666666666666664,0.7446709656084656,0.9833333333333333,7.0,4.0,0.9416666666666667,316.00625
external_ordinal,20261716,,,external_without_tie_handling,0.8916666666666667,0.8362698412698413,1.0,7.0,4.0,0.10833333333333334,347.5375
external_ordinal,20262716,,,external_full,1.0,0.7962037037037037,1.0,6.0,3.0,0.0,72.23611111111111
external_ordinal,20262716,,,external_without_disclosure,1.0,0.957962962962963,1.0,6.0,3.0,0.0,148.27777777777777
external_ordinal,20262716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20262716,,,external_without_save,0.15833333333333333,0.7380555555555556,0.9916666666666667,6.0,3.0,0.8333333333333334,67.27777777777777
external_ordinal,20262716,,,external_without_tie_handling,0.9666666666666667,0.8009259259259259,1.0,6.0,3.0,0.03333333333333333,74.39444444444445
external_ordinal,20262716,,,external_full,1.0,0.8567526455026455,1.0,7.0,3.0,0.0,431.84166666666664
external_ordinal,20262716,,,external_without_disclosure,1.0,0.9583531746031746,1.0,7.0,3.0,0.0,885.5083333333333
external_ordinal,20262716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20262716,,,external_without_save,0.19166666666666668,0.8187896825396825,1.0,7.0,3.0,0.8083333333333333,404.3861111111111
external_ordinal,20262716,,,external_without_tie_handling,0.9083333333333333,0.8617592592592592,1.0,7.0,3.0,0.09166666666666666,450.6638888888889
external_ordinal,20262716,,,external_full,1.0,0.8321825396825397,1.0,7.0,4.0,0.0,328.7083333333333
external_ordinal,20262716,,,external_without_disclosure,1.0,0.9600000000000001,1.0,7.0,4.0,0.0,677.55
external_ordinal,20262716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20262716,,,external_without_save,0.041666666666666664,0.7462681878306878,0.9666666666666667,7.0,4.0,0.925,307.15625
external_ordinal,20262716,,,external_without_tie_handling,0.9333333333333333,0.8348561507936508,1.0,7.0,4.0,0.06666666666666667,345.7
external_ordinal,20263716,,,external_full,1.0,0.7913888888888889,1.0,6.0,3.0,0.0,70.81944444444444
external_ordinal,20263716,,,external_without_disclosure,1.0,0.9525925925925927,1.0,6.0,3.0,0.0,145.08055555555558
external_ordinal,20263716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20263716,,,external_without_save,0.275,0.7296296296296296,0.9916666666666667,6.0,3.0,0.7166666666666667,65.92777777777778
external_ordinal,20263716,,,external_without_tie_handling,0.9666666666666667,0.7974074074074075,1.0,6.0,3.0,0.03333333333333333,73.48055555555555
external_ordinal,20263716,,,external_full,1.0,0.8631746031746032,1.0,7.0,3.0,0.0,440.4777777777778
external_ordinal,20263716,,,external_without_disclosure,1.0,0.9643055555555555,1.0,7.0,3.0,0.0,903.4833333333333
external_ordinal,20263716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20263716,,,external_without_save,0.24166666666666667,0.8174338624338624,1.0,7.0,3.0,0.7583333333333333,413.5222222222222
external_ordinal,20263716,,,external_without_tie_handling,0.9333333333333333,0.8729166666666667,1.0,7.0,3.0,0.06666666666666667,467.2916666666667
external_ordinal,20263716,,,external_full,1.0,0.8306051587301587,1.0,7.0,4.0,0.0,324.98333333333335
external_ordinal,20263716,,,external_without_disclosure,1.0,0.9575099206349207,1.0,7.0,4.0,0.0,660.1125
external_ordinal,20263716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20263716,,,external_without_save,0.025,0.7475661375661375,0.9583333333333334,7.0,4.0,0.9333333333333333,303.79791666666665
external_ordinal,20263716,,,external_without_tie_handling,0.9166666666666666,0.8324503968253969,1.0,7.0,4.0,0.08333333333333333,339.04375
external_ordinal,20264716,,,external_full,1.0,0.7881944444444444,1.0,6.0,3.0,0.0,70.5
external_ordinal,20264716,,,external_without_disclosure,1.0,0.9540277777777778,1.0,6.0,3.0,0.0,145.36944444444444
external_ordinal,20264716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20264716,,,external_without_save,0.24166666666666667,0.7342129629629629,0.975,6.0,3.0,0.7333333333333333,65.53333333333333
external_ordinal,20264716,,,external_without_tie_handling,0.9666666666666667,0.788425925925926,1.0,6.0,3.0,0.03333333333333333,72.05277777777778
external_ordinal,20264716,,,external_full,1.0,0.8675925925925926,1.0,7.0,3.0,0.0,441.0083333333333
external_ordinal,20264716,,,external_without_disclosure,1.0,0.9668915343915344,1.0,7.0,3.0,0.0,909.1
external_ordinal,20264716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20264716,,,external_without_save,0.175,0.8273148148148148,1.0,7.0,3.0,0.825,413.5305555555555
external_ordinal,20264716,,,external_without_tie_handling,0.9333333333333333,0.8737962962962963,1.0,7.0,3.0,0.06666666666666667,456.6638888888889
external_ordinal,20264716,,,external_full,1.0,0.833561507936508,1.0,7.0,4.0,0.0,327.40625
external_ordinal,20264716,,,external_without_disclosure,1.0,0.9604811507936508,1.0,7.0,4.0,0.0,672.66875
external_ordinal,20264716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20264716,,,external_without_save,0.075,0.7489368386243386,0.975,7.0,4.0,0.9,305.6625
external_ordinal,20264716,,,external_without_tie_handling,0.8833333333333333,0.8373809523809524,1.0,7.0,4.0,0.11666666666666667,341.11041666666665
external_ordinal,20265716,,,external_full,1.0,0.7999537037037037,1.0,6.0,3.0,0.0,72.38888888888889
external_ordinal,20265716,,,external_without_disclosure,1.0,0.961111111111111,1.0,6.0,3.0,0.0,148.10833333333332
external_ordinal,20265716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20265716,,,external_without_save,0.25,0.7464351851851851,0.9916666666666667,6.0,3.0,0.7416666666666667,67.45833333333333
external_ordinal,20265716,,,external_without_tie_handling,0.9333333333333333,0.8012962962962963,1.0,6.0,3.0,0.06666666666666667,74.20555555555555
external_ordinal,20265716,,,external_full,1.0,0.8639616402116402,1.0,7.0,3.0,0.0,447.14444444444445
external_ordinal,20265716,,,external_without_disclosure,1.0,0.9621957671957672,1.0,7.0,3.0,0.0,913.4944444444444
external_ordinal,20265716,,,external_without_elimination,1.0,0.9285714285714284,1.0,7.0,3.0,0.0,980.0
external_ordinal,20265716,,,external_without_save,0.23333333333333334,0.8216468253968254,1.0,7.0,3.0,0.7666666666666667,419.6722222222222
external_ordinal,20265716,,,external_without_tie_handling,0.8916666666666667,0.8701455026455027,1.0,7.0,3.0,0.10833333333333334,462.27777777777777
external_ordinal,20265716,,,external_full,1.0,0.8372222222222222,1.0,7.0,4.0,0.0,328.26666666666665
external_ordinal,20265716,,,external_without_disclosure,1.0,0.9641815476190476,1.0,7.0,4.0,0.0,674.0979166666667
external_ordinal,20265716,,,external_without_elimination,1.0,0.9047619047619048,1.0,7.0,4.0,0.0,738.0
external_ordinal,20265716,,,external_without_save,0.025,0.7592609126984127,0.9666666666666667,7.0,4.0,0.9416666666666667,307.0416666666667
external_ordinal,20265716,,,external_without_tie_handling,0.925,0.8414285714285714,1.0,7.0,4.0,0.075,343.89375
external_ordinal,20266716,,,external_full,1.0,0.7976851851851853,1.0,6.0,3.0,0.0,71.23611111111111
external_ordinal,20266716,,,external_without_disclosure,1.0,0.9545833333333333,1.0,6.0,3.0,0.0,146.23055555555555
external_ordinal,20266716,,,external_without_elimination,1.0,0.888888888888889,1.0,6.0,3.0,0.0,144.0
external_ordinal,20266716,,,external_without_save,0.20833333333333334,0.7427777777777779,0.9916666666666667,6.0,3.0,0.7833333333333333,66.35
