synthesizer,seed,n_active,outcome_noise_probability,coverage_aware,width_aware,coverage_bayesian,width_bayesian,feasible,clean_cell,aware_pareto_dominates,bayesian_pareto_dominates,parameter_region,n_candidates,n_rounds
internal_percentage,20275716,5.0,0.2,0.932,0.8350514076735538,0.74,0.5213066276251308,1.0,False,False,False,"internal n=5, noise=0.20",,
internal_percentage,20275716,6.0,0.0,1.0,0.8635084107884022,0.808,0.47000248330948347,1.0,True,False,False,"internal n=6, noise=0.00",,
internal_percentage,20275716,6.0,0.05,0.98,0.8622624436643821,0.776,0.4672745506097535,1.0,False,False,False,"internal n=6, noise=0.05",,
internal_percentage,20275716,6.0,0.1,0.948,0.8608237425690695,0.796,0.4689676816578024,1.0,False,False,False,"internal n=6, noise=0.10",,
internal_percentage,20275716,6.0,0.2,0.952,0.8641136821659625,0.772,0.47087268460764586,1.0,False,False,False,"internal n=6, noise=0.20",,
internal_percentage,20276716,4.0,0.0,1.0,0.8215233626285834,0.892,0.5957056643346157,1.0,True,False,False,"internal n=4, noise=0.00",,
internal_percentage,20276716,4.0,0.05,0.952,0.8218397323685964,0.832,0.5921488397320398,1.0,False,False,False,"internal n=4, noise=0.05",,
internal_percentage,20276716,4.0,0.1,0.96,0.8181958974084237,0.796,0.5920215687703692,1.0,False,False,False,"internal n=4, noise=0.10",,
internal_percentage,20276716,4.0,0.2,0.908,0.8083312801336657,0.7710843373493976,0.5926669416644507,0.996,False,False,False,"internal n=4, noise=0.20",,
internal_percentage,20276716,5.0,0.0,1.0,0.8490707475719492,0.848,0.5318099747555143,1.0,True,False,False,"internal n=5, noise=0.00",,
internal_percentage,20276716,5.0,0.05,0.976,0.8397148329811163,0.8032128514056225,0.5254891846018022,0.996,False,False,False,"internal n=5, noise=0.05",,
internal_percentage,20276716,5.0,0.1,0.956,0.8429189534271507,0.84,0.5257034379525419,1.0,False,False,False,"internal n=5, noise=0.10",,
internal_percentage,20276716,5.0,0.2,0.908,0.8301749886472747,0.7710843373493976,0.5187619190871939,0.996,False,False,False,"internal n=5, noise=0.20",,
internal_percentage,20276716,6.0,0.0,1.0,0.8626789403856889,0.808,0.46950788775175556,1.0,True,False,False,"internal n=6, noise=0.00",,
internal_percentage,20276716,6.0,0.05,0.964,0.8592541344860186,0.8,0.4650791702944298,1.0,False,False,False,"internal n=6, noise=0.05",,
internal_percentage,20276716,6.0,0.1,0.972,0.8650557382653085,0.76,0.4716828588188866,1.0,False,False,False,"internal n=6, noise=0.10",,
internal_percentage,20276716,6.0,0.2,0.952,0.856064609455898,0.716,0.46616407822315165,1.0,False,False,False,"internal n=6, noise=0.20",,
internal_percentage,20277716,4.0,0.0,1.0,0.82372710491575,0.8955823293172691,0.5984060675649646,0.996,True,False,False,"internal n=4, noise=0.00",,
internal_percentage,20277716,4.0,0.05,0.984,0.8185937816512734,0.832,0.5937119068247328,1.0,False,False,False,"internal n=4, noise=0.05",,
internal_percentage,20277716,4.0,0.1,0.928,0.8043554311393947,0.808,0.5785146877644911,1.0,False,False,False,"internal n=4, noise=0.10",,
internal_percentage,20277716,4.0,0.2,0.928,0.8114774892414126,0.772,0.5866073416580008,1.0,False,False,False,"internal n=4, noise=0.20",,
internal_percentage,20277716,5.0,0.0,1.0,0.840189205906172,0.852,0.5207750940724701,1.0,True,False,False,"internal n=5, noise=0.00",,
internal_percentage,20277716,5.0,0.05,0.96,0.8369665361281218,0.776,0.5208289500882074,1.0,False,False,False,"internal n=5, noise=0.05",,
internal_percentage,20277716,5.0,0.1,0.952,0.838807431094822,0.7630522088353414,0.5244406411649332,0.996,False,False,False,"internal n=5, noise=0.10",,
internal_percentage,20277716,5.0,0.2,0.928,0.8332227626497308,0.752,0.5175029654825143,1.0,False,False,False,"internal n=5, noise=0.20",,
internal_percentage,20277716,6.0,0.0,1.0,0.8652780535239765,0.8634538152610441,0.4706186964942985,0.996,True,False,False,"internal n=6, noise=0.00",,
internal_percentage,20277716,6.0,0.05,0.984,0.8582639910326483,0.768,0.4676274007703546,1.0,False,False,False,"internal n=6, noise=0.05",,
internal_percentage,20277716,6.0,0.1,0.96,0.8620275763097185,0.792,0.46653367371694215,1.0,False,False,False,"internal n=6, noise=0.10",,
internal_percentage,20277716,6.0,0.2,0.912,0.8539428636511125,0.6827309236947792,0.46224798775358306,0.996,False,False,False,"internal n=6, noise=0.20",,
internal_percentage,20278716,4.0,0.0,1.0,0.8267448460094875,0.896,0.6008042807674326,1.0,True,False,False,"internal n=4, noise=0.00",,
internal_percentage,20278716,4.0,0.05,0.972,0.819565751087997,0.872,0.5962690580089683,1.0,False,False,False,"internal n=4, noise=0.05",,
internal_percentage,20278716,4.0,0.1,0.96,0.8151525888337874,0.7991967871485943,0.592529087338217,0.996,False,False,False,"internal n=4, noise=0.10",,
internal_percentage,20278716,4.0,0.2,0.904,0.8076638936756709,0.7791164658634538,0.5868718170186882,0.996,False,False,False,"internal n=4, noise=0.20",,
internal_percentage,20278716,5.0,0.0,1.0,0.8479268975286934,0.892,0.5308319427599096,1.0,True,False,False,"internal n=5, noise=0.00",,
internal_percentage,20278716,5.0,0.05,0.984,0.8428902104141541,0.776,0.5258378570720034,1.0,False,False,False,"internal n=5, noise=0.05",,
internal_percentage,20278716,5.0,0.1,0.94,0.8321955254365615,0.7741935483870968,0.5213027064272896,0.992,False,False,False,"internal n=5, noise=0.10",,
internal_percentage,20278716,5.0,0.2,0.908,0.8298799038849037,0.717741935483871,0.5225218847841507,0.992,False,False,False,"internal n=5, noise=0.20",,
internal_percentage,20278716,6.0,0.0,1.0,0.8669281887641649,0.832,0.4715366589444993,1.0,True,False,False,"internal n=6, noise=0.00",,
internal_percentage,20278716,6.0,0.05,0.968,0.8583662862799465,0.8273092369477911,0.4681161462113411,0.996,False,False,False,"internal n=6, noise=0.05",,
internal_percentage,20278716,6.0,0.1,0.94,0.8609267844487154,0.748,0.4654065071620041,1.0,False,False,False,"internal n=6, noise=0.10",,
internal_percentage,20278716,6.0,0.2,0.892,0.8503372654104303,0.712,0.46114573586968227,1.0,False,False,False,"internal n=6, noise=0.20",,
internal_percentage,20279716,4.0,0.0,1.0,0.8148177874230833,0.888,0.5882645872156342,1.0,True,False,False,"internal n=4, noise=0.00",,
internal_percentage,20279716,4.0,0.05,0.988,0.8222146194355283,0.86,0.5947084741993648,1.0,False,False,False,"internal n=4, noise=0.05",,
internal_percentage,20279716,4.0,0.1,0.94,0.8078754672088876,0.7741935483870968,0.5903226764328136,0.992,False,False,False,"internal n=4, noise=0.10",,
internal_percentage,20279716,4.0,0.2,0.896,0.8078377840150646,0.744,0.5836639303634683,1.0,False,False,False,"internal n=4, noise=0.20",,
internal_percentage,20279716,5.0,0.0,1.0,0.8431590459991517,0.86,0.5237185060136192,1.0,True,False,False,"internal n=5, noise=0.00",,
internal_percentage,20279716,5.0,0.05,0.976,0.842225221581026,0.8313253012048193,0.5280682047945677,0.996,False,False,False,"internal n=5, noise=0.05",,
internal_percentage,20279716,5.0,0.1,0.96,0.838204684955677,0.8,0.5205988973509142,1.0,False,False,False,"internal n=5, noise=0.10",,
internal_percentage,20279716,5.0,0.2,0.912,0.8305558276357915,0.7228915662650602,0.5200093136504819,0.996,False,False,False,"internal n=5, noise=0.20",,
internal_percentage,20279716,6.0,0.0,1.0,0.8647926779627286,0.828,0.46732099878603256,1.0,True,False,False,"internal n=6, noise=0.00",,
internal_percentage,20279716,6.0,0.05,0.972,0.8617255371004775,0.828,0.46840845022940747,1.0,False,False,False,"internal n=6, noise=0.05",,
internal_percentage,20279716,6.0,0.1,0.972,0.863458142262528,0.764,0.46556435337746205,1.0,False,False,False,"internal n=6, noise=0.10",,
internal_percentage,20279716,6.0,0.2,0.916,0.8510060618858474,0.6975806451612904,0.4627682762829838,0.992,False,False,False,"internal n=6, noise=0.20",,
external_ordinal,20260716,,,1.0,0.9504166666666668,0.975,0.91721875,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20260716,,,1.0,0.9630886243386243,1.0,0.9282314814814814,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20260716,,,1.0,0.9604613095238095,0.925,0.9264562251984126,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20261716,,,1.0,0.9497222222222222,0.975,0.9175173611111112,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20261716,,,1.0,0.9632936507936507,1.0,0.9277124669312169,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20261716,,,1.0,0.960406746031746,0.9166666666666666,0.925548363095238,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20262716,,,1.0,0.957962962962963,0.9666666666666667,0.9242777777777779,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20262716,,,1.0,0.9583531746031746,0.9916666666666667,0.9227346230158731,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20262716,,,1.0,0.9600000000000001,0.9416666666666667,0.9250565476190477,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20263716,,,1.0,0.9525925925925927,0.9833333333333333,0.9199548611111111,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20263716,,,1.0,0.9643055555555555,1.0,0.9288086970899471,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20263716,,,1.0,0.9575099206349207,0.9083333333333333,0.9229476686507936,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20264716,,,1.0,0.9540277777777779,0.9666666666666667,0.9215625000000001,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20264716,,,1.0,0.9668915343915344,0.9916666666666667,0.9303974867724867,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20264716,,,1.0,0.9604811507936508,0.9333333333333333,0.926632316468254,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20265716,,,1.0,0.961111111111111,0.9833333333333333,0.929136574074074,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20265716,,,1.0,0.9621957671957673,1.0,0.9261608796296296,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20265716,,,1.0,0.9641815476190476,0.9333333333333333,0.9293797123015872,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20266716,,,1.0,0.9545833333333335,0.9666666666666667,0.920888888888889,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20266716,,,1.0,0.9603240740740742,0.9916666666666667,0.9252271825396825,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20266716,,,1.0,0.9547569444444445,0.95,0.9205252976190476,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20267716,,,1.0,0.9536574074074075,0.9833333333333333,0.9203113425925926,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20267716,,,1.0,0.9621164021164021,1.0,0.9272002314814815,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20267716,,,1.0,0.9609275793650794,0.9083333333333333,0.927539310515873,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20268716,,,1.0,0.9531018518518519,0.9666666666666667,0.9216354166666666,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20268716,,,1.0,0.9573280423280423,0.9833333333333333,0.9233444113756613,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20268716,,,1.0,0.9592212301587302,0.9333333333333333,0.9246029265873015,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20269716,,,1.0,0.9554166666666667,0.9833333333333333,0.9231886574074074,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20269716,,,1.0,0.9579365079365079,1.0,0.9229707341269842,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20269716,,,1.0,0.9572271825396825,0.9416666666666667,0.9224293154761904,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20270716,,,1.0,0.9550000000000001,0.975,0.9214745370370371,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20270716,,,1.0,0.9634788359788361,1.0,0.9270408399470899,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20270716,,,1.0,0.9592509920634921,0.9416666666666667,0.9260716765873016,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20271716,,,1.0,0.951527777777778,0.9583333333333334,0.9195208333333333,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20271716,,,1.0,0.9594841269841269,0.9916666666666667,0.9242577711640211,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20271716,,,1.0,0.9591170634920635,0.9416666666666667,0.9243402777777777,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20272716,,,1.0,0.9606018518518519,0.9666666666666667,0.9280208333333333,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20272716,,,1.0,0.961818783068783,1.0,0.9245780423280422,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20272716,,,1.0,0.9581200396825397,0.925,0.9242620287698412,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20273716,,,1.0,0.9541666666666668,0.975,0.9222418981481482,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20273716,,,1.0,0.959510582010582,1.0,0.9245342261904761,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20273716,,,1.0,0.9554662698412698,0.8916666666666667,0.9225466269841269,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20274716,,,1.0,0.9560648148148148,0.9583333333333334,0.9237650462962963,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20274716,,,1.0,0.9625859788359789,1.0,0.9260186838624338,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20274716,,,1.0,0.9592857142857143,0.925,0.9253670634920634,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20275716,,,1.0,0.9523148148148148,0.9583333333333334,0.9187685185185186,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20275716,,,1.0,0.9610449735449735,1.0,0.9268040674603174,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20275716,,,1.0,0.958953373015873,0.9416666666666667,0.9256738591269841,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20276716,,,1.0,0.9540277777777778,0.9583333333333334,0.9209479166666666,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20276716,,,1.0,0.9602248677248677,1.0,0.9248032407407406,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20276716,,,1.0,0.9638789682539682,0.9666666666666667,0.9290669642857142,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20277716,,,1.0,0.9599537037037037,0.9833333333333333,0.927263888888889,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20277716,,,1.0,0.9642791005291006,1.0,0.9289925595238094,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20277716,,,1.0,0.9580208333333334,0.925,0.9233793402777778,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20278716,,,1.0,0.9485185185185185,0.95,0.9139270833333334,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20278716,,,1.0,0.9664153439153439,1.0,0.931485119047619,1.0,True,False,True,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20278716,,,1.0,0.9586507936507936,0.925,0.9232017609126983,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
external_ordinal,20279716,,,1.0,0.9499074074074074,0.95,0.9180104166666666,1.0,True,False,False,"external candidates=6, rounds=3",6.0,3.0
external_ordinal,20279716,,,1.0,0.9634325396825397,0.9916666666666667,0.9277412367724868,1.0,True,False,False,"external candidates=7, rounds=3",7.0,3.0
external_ordinal,20279716,,,1.0,0.956374007936508,0.8833333333333333,0.9230379464285714,1.0,True,False,False,"external candidates=7, rounds=4",7.0,4.0
