synthesizer,seed,n_active,outcome_noise_probability,method,coverage,width,n_candidates,n_rounds
internal_percentage,20270716,5.0,0.1,rule_aware_partial_identification,0.952,0.8386346709374952,,
internal_percentage,20270716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20270716,5.0,0.2,rule_aware_partial_identification,0.94,0.8351949542690814,,
internal_percentage,20270716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20270716,6.0,0.0,rule_aware_partial_identification,1.0,0.8595344240707224,,
internal_percentage,20270716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20270716,6.0,0.05,rule_aware_partial_identification,0.964,0.862379592661383,,
internal_percentage,20270716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20270716,6.0,0.1,rule_aware_partial_identification,0.968,0.8586401955534537,,
internal_percentage,20270716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20270716,6.0,0.2,rule_aware_partial_identification,0.92,0.8526367843553071,,
external_ordinal,20270716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20270716,,,rule_aware_discretion,1.0,0.9550000000000001,6.0,3.0
external_ordinal,20270716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20270716,,,rule_aware_discretion,1.0,0.9634788359788361,7.0,3.0
external_ordinal,20270716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20270716,,,rule_aware_discretion,1.0,0.9592509920634921,7.0,4.0
internal_percentage,20271716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,4.0,0.0,rule_aware_partial_identification,1.0,0.8233254898548906,,
internal_percentage,20271716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,4.0,0.05,rule_aware_partial_identification,0.992,0.8228923288283008,,
internal_percentage,20271716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,4.0,0.1,rule_aware_partial_identification,0.956,0.8146534875022844,,
internal_percentage,20271716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,4.0,0.2,rule_aware_partial_identification,0.916,0.8114108033594045,,
internal_percentage,20271716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,5.0,0.0,rule_aware_partial_identification,1.0,0.8431898403380661,,
internal_percentage,20271716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,5.0,0.05,rule_aware_partial_identification,0.972,0.8425408136172302,,
internal_percentage,20271716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,5.0,0.1,rule_aware_partial_identification,0.976,0.8395422694132126,,
internal_percentage,20271716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,5.0,0.2,rule_aware_partial_identification,0.924,0.8364519465691495,,
internal_percentage,20271716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,6.0,0.0,rule_aware_partial_identification,1.0,0.8613527622629344,,
internal_percentage,20271716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,6.0,0.05,rule_aware_partial_identification,0.968,0.8605217495466648,,
internal_percentage,20271716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,6.0,0.1,rule_aware_partial_identification,0.96,0.8588484639036307,,
internal_percentage,20271716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20271716,6.0,0.2,rule_aware_partial_identification,0.916,0.8498910979689921,,
external_ordinal,20271716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20271716,,,rule_aware_discretion,1.0,0.951527777777778,6.0,3.0
external_ordinal,20271716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20271716,,,rule_aware_discretion,1.0,0.9594841269841269,7.0,3.0
external_ordinal,20271716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20271716,,,rule_aware_discretion,1.0,0.9591170634920635,7.0,4.0
internal_percentage,20272716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,4.0,0.0,rule_aware_partial_identification,1.0,0.8244310505226414,,
internal_percentage,20272716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,4.0,0.05,rule_aware_partial_identification,0.976,0.8226839980959404,,
internal_percentage,20272716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,4.0,0.1,rule_aware_partial_identification,0.96,0.813199665507731,,
internal_percentage,20272716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,4.0,0.2,rule_aware_partial_identification,0.9,0.8005324003825423,,
internal_percentage,20272716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,5.0,0.0,rule_aware_partial_identification,1.0,0.8495063697146756,,
internal_percentage,20272716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,5.0,0.05,rule_aware_partial_identification,0.984,0.8444492487689272,,
internal_percentage,20272716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,5.0,0.1,rule_aware_partial_identification,0.96,0.8355710817826201,,
internal_percentage,20272716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,5.0,0.2,rule_aware_partial_identification,0.94,0.8428123386523775,,
internal_percentage,20272716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,6.0,0.0,rule_aware_partial_identification,1.0,0.8639808447541971,,
internal_percentage,20272716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,6.0,0.05,rule_aware_partial_identification,0.972,0.8606195280727285,,
internal_percentage,20272716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,6.0,0.1,rule_aware_partial_identification,0.944,0.85491837088036,,
internal_percentage,20272716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20272716,6.0,0.2,rule_aware_partial_identification,0.92,0.8550245151533267,,
external_ordinal,20272716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20272716,,,rule_aware_discretion,1.0,0.9606018518518519,6.0,3.0
external_ordinal,20272716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20272716,,,rule_aware_discretion,1.0,0.961818783068783,7.0,3.0
external_ordinal,20272716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20272716,,,rule_aware_discretion,1.0,0.9581200396825397,7.0,4.0
internal_percentage,20273716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,4.0,0.0,rule_aware_partial_identification,1.0,0.8212426173013017,,
internal_percentage,20273716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,4.0,0.05,rule_aware_partial_identification,0.988,0.8218707878793128,,
internal_percentage,20273716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,4.0,0.1,rule_aware_partial_identification,0.984,0.8206905525783383,,
internal_percentage,20273716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,4.0,0.2,rule_aware_partial_identification,0.932,0.8119500354266065,,
internal_percentage,20273716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,5.0,0.0,rule_aware_partial_identification,1.0,0.84991470147973,,
internal_percentage,20273716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,5.0,0.05,rule_aware_partial_identification,0.988,0.8423602433748977,,
internal_percentage,20273716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,5.0,0.1,rule_aware_partial_identification,0.944,0.8409279974820475,,
internal_percentage,20273716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,5.0,0.2,rule_aware_partial_identification,0.92,0.8336227505066013,,
internal_percentage,20273716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,6.0,0.0,rule_aware_partial_identification,1.0,0.8671758900131302,,
internal_percentage,20273716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,6.0,0.05,rule_aware_partial_identification,0.98,0.8584358259191058,,
internal_percentage,20273716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,6.0,0.1,rule_aware_partial_identification,0.964,0.8582942255817606,,
internal_percentage,20273716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20273716,6.0,0.2,rule_aware_partial_identification,0.904,0.8544714865736157,,
external_ordinal,20273716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20273716,,,rule_aware_discretion,1.0,0.9541666666666668,6.0,3.0
external_ordinal,20273716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20273716,,,rule_aware_discretion,1.0,0.959510582010582,7.0,3.0
external_ordinal,20273716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20273716,,,rule_aware_discretion,1.0,0.9554662698412698,7.0,4.0
internal_percentage,20274716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,4.0,0.0,rule_aware_partial_identification,1.0,0.825450349802239,,
internal_percentage,20274716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,4.0,0.05,rule_aware_partial_identification,0.968,0.8263699950634685,,
internal_percentage,20274716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,4.0,0.1,rule_aware_partial_identification,0.964,0.8153096526465872,,
internal_percentage,20274716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,4.0,0.2,rule_aware_partial_identification,0.912,0.8088230973905597,,
internal_percentage,20274716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,5.0,0.0,rule_aware_partial_identification,1.0,0.8481342682297186,,
internal_percentage,20274716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,5.0,0.05,rule_aware_partial_identification,0.976,0.8393918204659063,,
internal_percentage,20274716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,5.0,0.1,rule_aware_partial_identification,0.972,0.8413458755739757,,
internal_percentage,20274716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,5.0,0.2,rule_aware_partial_identification,0.9,0.8288851893988597,,
internal_percentage,20274716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,6.0,0.0,rule_aware_partial_identification,1.0,0.8666262054320973,,
internal_percentage,20274716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,6.0,0.05,rule_aware_partial_identification,0.988,0.8656419709058605,,
internal_percentage,20274716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,6.0,0.1,rule_aware_partial_identification,0.952,0.8615665223269321,,
internal_percentage,20274716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20274716,6.0,0.2,rule_aware_partial_identification,0.916,0.8514816787131674,,
external_ordinal,20274716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20274716,,,rule_aware_discretion,1.0,0.9560648148148148,6.0,3.0
external_ordinal,20274716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20274716,,,rule_aware_discretion,1.0,0.9625859788359789,7.0,3.0
external_ordinal,20274716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20274716,,,rule_aware_discretion,1.0,0.9592857142857143,7.0,4.0
internal_percentage,20275716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,4.0,0.0,rule_aware_partial_identification,1.0,0.8251939935457075,,
internal_percentage,20275716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,4.0,0.05,rule_aware_partial_identification,0.976,0.8178092549251899,,
internal_percentage,20275716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,4.0,0.1,rule_aware_partial_identification,0.944,0.8164816061936258,,
internal_percentage,20275716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,4.0,0.2,rule_aware_partial_identification,0.888,0.8048283435810027,,
internal_percentage,20275716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,5.0,0.0,rule_aware_partial_identification,1.0,0.841633464635245,,
internal_percentage,20275716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,5.0,0.05,rule_aware_partial_identification,0.98,0.8448212693758942,,
internal_percentage,20275716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,5.0,0.1,rule_aware_partial_identification,0.952,0.8416789462879223,,
internal_percentage,20275716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,5.0,0.2,rule_aware_partial_identification,0.932,0.8350514076735538,,
internal_percentage,20275716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,6.0,0.0,rule_aware_partial_identification,1.0,0.8635084107884022,,
internal_percentage,20275716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,6.0,0.05,rule_aware_partial_identification,0.98,0.8622624436643821,,
internal_percentage,20275716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,6.0,0.1,rule_aware_partial_identification,0.948,0.8608237425690695,,
internal_percentage,20275716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20275716,6.0,0.2,rule_aware_partial_identification,0.952,0.8641136821659625,,
external_ordinal,20275716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20275716,,,rule_aware_discretion,1.0,0.9523148148148148,6.0,3.0
external_ordinal,20275716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20275716,,,rule_aware_discretion,1.0,0.9610449735449735,7.0,3.0
external_ordinal,20275716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20275716,,,rule_aware_discretion,1.0,0.958953373015873,7.0,4.0
internal_percentage,20276716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,4.0,0.0,rule_aware_partial_identification,1.0,0.8215233626285834,,
internal_percentage,20276716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,4.0,0.05,rule_aware_partial_identification,0.952,0.8218397323685964,,
internal_percentage,20276716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,4.0,0.1,rule_aware_partial_identification,0.96,0.8181958974084237,,
internal_percentage,20276716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,4.0,0.2,rule_aware_partial_identification,0.908,0.8083312801336657,,
internal_percentage,20276716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,5.0,0.0,rule_aware_partial_identification,1.0,0.8490707475719492,,
internal_percentage,20276716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,5.0,0.05,rule_aware_partial_identification,0.976,0.8397148329811163,,
internal_percentage,20276716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,5.0,0.1,rule_aware_partial_identification,0.956,0.8429189534271507,,
internal_percentage,20276716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,5.0,0.2,rule_aware_partial_identification,0.908,0.8301749886472747,,
internal_percentage,20276716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,6.0,0.0,rule_aware_partial_identification,1.0,0.8626789403856889,,
internal_percentage,20276716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,6.0,0.05,rule_aware_partial_identification,0.964,0.8592541344860186,,
internal_percentage,20276716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,6.0,0.1,rule_aware_partial_identification,0.972,0.8650557382653085,,
internal_percentage,20276716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20276716,6.0,0.2,rule_aware_partial_identification,0.952,0.856064609455898,,
external_ordinal,20276716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20276716,,,rule_aware_discretion,1.0,0.9540277777777778,6.0,3.0
external_ordinal,20276716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20276716,,,rule_aware_discretion,1.0,0.9602248677248677,7.0,3.0
external_ordinal,20276716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20276716,,,rule_aware_discretion,1.0,0.9638789682539682,7.0,4.0
internal_percentage,20277716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,4.0,0.0,rule_aware_partial_identification,1.0,0.82372710491575,,
internal_percentage,20277716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,4.0,0.05,rule_aware_partial_identification,0.984,0.8185937816512734,,
internal_percentage,20277716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,4.0,0.1,rule_aware_partial_identification,0.928,0.8043554311393947,,
internal_percentage,20277716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,4.0,0.2,rule_aware_partial_identification,0.928,0.8114774892414126,,
internal_percentage,20277716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,5.0,0.0,rule_aware_partial_identification,1.0,0.840189205906172,,
internal_percentage,20277716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,5.0,0.05,rule_aware_partial_identification,0.96,0.8369665361281218,,
internal_percentage,20277716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,5.0,0.1,rule_aware_partial_identification,0.952,0.838807431094822,,
internal_percentage,20277716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,5.0,0.2,rule_aware_partial_identification,0.928,0.8332227626497308,,
internal_percentage,20277716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,6.0,0.0,rule_aware_partial_identification,1.0,0.8652780535239765,,
internal_percentage,20277716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,6.0,0.05,rule_aware_partial_identification,0.984,0.8582639910326483,,
internal_percentage,20277716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,6.0,0.1,rule_aware_partial_identification,0.96,0.8620275763097185,,
internal_percentage,20277716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20277716,6.0,0.2,rule_aware_partial_identification,0.912,0.8539428636511125,,
external_ordinal,20277716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20277716,,,rule_aware_discretion,1.0,0.9599537037037037,6.0,3.0
external_ordinal,20277716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20277716,,,rule_aware_discretion,1.0,0.9642791005291006,7.0,3.0
external_ordinal,20277716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20277716,,,rule_aware_discretion,1.0,0.9580208333333334,7.0,4.0
internal_percentage,20278716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,4.0,0.0,rule_aware_partial_identification,1.0,0.8267448460094875,,
internal_percentage,20278716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,4.0,0.05,rule_aware_partial_identification,0.972,0.819565751087997,,
internal_percentage,20278716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,4.0,0.1,rule_aware_partial_identification,0.96,0.8151525888337874,,
internal_percentage,20278716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,4.0,0.2,rule_aware_partial_identification,0.904,0.8076638936756709,,
internal_percentage,20278716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,5.0,0.0,rule_aware_partial_identification,1.0,0.8479268975286934,,
internal_percentage,20278716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,5.0,0.05,rule_aware_partial_identification,0.984,0.8428902104141541,,
internal_percentage,20278716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,5.0,0.1,rule_aware_partial_identification,0.94,0.8321955254365615,,
internal_percentage,20278716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,5.0,0.2,rule_aware_partial_identification,0.908,0.8298799038849037,,
internal_percentage,20278716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,6.0,0.0,rule_aware_partial_identification,1.0,0.8669281887641649,,
internal_percentage,20278716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,6.0,0.05,rule_aware_partial_identification,0.968,0.8583662862799465,,
internal_percentage,20278716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,6.0,0.1,rule_aware_partial_identification,0.94,0.8609267844487154,,
internal_percentage,20278716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20278716,6.0,0.2,rule_aware_partial_identification,0.892,0.8503372654104303,,
external_ordinal,20278716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20278716,,,rule_aware_discretion,1.0,0.9485185185185185,6.0,3.0
external_ordinal,20278716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20278716,,,rule_aware_discretion,1.0,0.9664153439153439,7.0,3.0
external_ordinal,20278716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20278716,,,rule_aware_discretion,1.0,0.9586507936507936,7.0,4.0
internal_percentage,20279716,4.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,4.0,0.0,rule_aware_partial_identification,1.0,0.8148177874230833,,
internal_percentage,20279716,4.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,4.0,0.05,rule_aware_partial_identification,0.988,0.8222146194355283,,
internal_percentage,20279716,4.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,4.0,0.1,rule_aware_partial_identification,0.94,0.8078754672088876,,
internal_percentage,20279716,4.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,4.0,0.2,rule_aware_partial_identification,0.896,0.8078377840150646,,
internal_percentage,20279716,5.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,5.0,0.0,rule_aware_partial_identification,1.0,0.8431590459991517,,
internal_percentage,20279716,5.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,5.0,0.05,rule_aware_partial_identification,0.976,0.842225221581026,,
internal_percentage,20279716,5.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,5.0,0.1,rule_aware_partial_identification,0.96,0.838204684955677,,
internal_percentage,20279716,5.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,5.0,0.2,rule_aware_partial_identification,0.912,0.8305558276357915,,
internal_percentage,20279716,6.0,0.0,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,6.0,0.0,rule_aware_partial_identification,1.0,0.8647926779627286,,
internal_percentage,20279716,6.0,0.05,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,6.0,0.05,rule_aware_partial_identification,0.972,0.8617255371004775,,
internal_percentage,20279716,6.0,0.1,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,6.0,0.1,rule_aware_partial_identification,0.972,0.863458142262528,,
internal_percentage,20279716,6.0,0.2,rule_agnostic_partial_identification,1.0,1.0,,
internal_percentage,20279716,6.0,0.2,rule_aware_partial_identification,0.916,0.8510060618858474,,
external_ordinal,20279716,,,rule_agnostic_ordinal,1.0,1.0,6.0,3.0
external_ordinal,20279716,,,rule_aware_discretion,1.0,0.9499074074074074,6.0,3.0
external_ordinal,20279716,,,rule_agnostic_ordinal,1.0,1.0,7.0,3.0
external_ordinal,20279716,,,rule_aware_discretion,1.0,0.9634325396825397,7.0,3.0
external_ordinal,20279716,,,rule_agnostic_ordinal,1.0,1.0,7.0,4.0
external_ordinal,20279716,,,rule_aware_discretion,1.0,0.956374007936508,7.0,4.0
